CAS,LogP,smiles_string
042135-22-8,3.06,O=N(=O)c1cc2c3ccccc3C(=O)c2cc1
042144-78-5,2.55,n1c(Cl)cccc1OCC
042175-93-9,1.69,C1CCCN1CC(=O)NCc2ccccc2
042200-33-9,0.81,CC(C)(C)NCC(O)COc1cccc2CC(O)C(O)Cc12
042240-73-3,5.39,Clc2c(ccc(c2Cl)c1ccc(c(c1Cl)Cl)N)N
042270-37-1,0.61,C1CNCCN1C2=NC=CS2
042288-41-5,0.06,c1cc(S(=O)(=O)C)ccc1OCC(=O)O
042307-14-2,0.52,C#CCn1cncc1N(=O)=O
042322-29-2,1.73,c1ccc2cccnc2c1OC(=O)OCC
042327-99-1,1.28,C1CCCCN1CC(C)C(=O)C
042346-68-9,-1.50,O=C1CC(C(=O)O)CN1C
042464-80-2,0.71,c1c(NC(=O)C)c2cccnc2cc1
042465-53-2,1.76,c1(N)cc(OC)ccc1C(=O)C
042471-28-3,0.39,c1(N)nc(C)ncc1CNC(=O)N(N=O)CCCl
042509-80-8,3.82,CCOP(=S)(OCC)Oc1nn(C(C)C)c(Cl)n1
042542-10-9,2.15,CNC(C)Cc2ccc1OCOc1c2
042548-73-2,-0.22,c1cc(C(=O)N)ccc1N=NN(C)O
042558-93-0,1.68,N(N=O)(CCCl)C(=O)NC1CCC(C(=O)O)CC1
042558-94-1,1.53,N(N=O)(CCCl)C(=O)NC1CCC(C(=O)O)CC1
042576-02-3,4.48,COC(=O)c2cc(Oc1ccc(Cl)cc1Cl)ccc2N(=O)=O
042583-67-5,1.07,c1cc(N(=O)(=O))ccc1C(O)C(CO)NC(=O)C(F)(F)F
042585-33-1,0.84,C1C(C)(C)N(=O)C(C)(C)CC1NC
042609-73-4,3.01,c1ccccc1C(C)(C)NC(=O)N(C)c2ccccc2
042755-32-8,2.35,S1C(C)=NN=C1SCc2ccccc2
042835-25-6,1.60,Fc1cc2C(=O)C(C(=O)O)=CN3c2c(CCC3C)c1
042839-04-3,-0.08,n1cnc(C#N)cc1
042839-08-7,-0.31,n1c(C(=O)OCC)nccc1
042846-29-7,2.38,C1C(C)C(O)C(C)CC1
042865-65-6,0.95,N(C)(C)C(=O)Nc1cc(C(=O)C)ccc1
042874-01-1,4.54,Clc1cc(C(F)(F)F)ccc1Oc2ccc(N(=O)(=O))cc2
042874-03-3,4.73,Clc1cc(C(F)(F)F)ccc1Oc2cc(OCC)c(N(=O)(=O))cc2
042924-53-8,3.08,COc1cc2c(cc1)cc(cc2)CCC(=O)C
043013-70-3,3.18,c1ccccc1OC=CC(=O)OCC
043032-67-3,0.76,COc1cccc(c1)S(=O)(=O)C
043051-46-3,1.54,O=C(Nc(cccc1N(CCO)CCO)c1)c(cccc2)c2
043121-43-3,2.77,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2
043170-88-3,0.98,c1cc(C(=O)NC(C(=O)OCC)CCC(=O)OCC)ccc1N(C)Cc2cnc3nc(N)nc(N)c3n2
043170-96-3,0.59,N1=C2C=CC=CN2C=C1CCN
043222-48-6,0.65,c1ccccc1C2=CC(c3ccccc3)=N(C)(OS(=O)(=O)OC)N2C
045810-14-8,-0.22,n1cncc(NC(=O)C)c1
046061-25-0,2.54,O=NN1CCC(C(C)(C)C)CC1
046114-16-3,2.59,c1ccccc1CC(C(C)C)N
046122-12-7,-1.79,c1cccc[n+]1(CCCCCC).[I-]
046209-39-6,1.84,c1cc(Cl)ccc1Cn2ncnc2
046326-05-0,-0.68,CN(C)C(N(C)C)=S(I)c1ccccc1
046348-76-9,-0.53,C=CC(=O)NCCCN1CCOCC1
046423-85-2,-0.10,CN(C)C(N(C)C)=S(I)c1ccccc1C
046440-24-8,0.06,CN(C)C(N(C)C)=S(I)c1ccc(Br)cc1
046440-26-0,-0.10,CN(C)C(N(C)C)=S(I)c1ccc(C)cc1
046440-29-3,-0.20,CN(C)C(N(C)C)=S(I)c1ccc(Cl)cc1
046440-32-8,-0.58,CN(C)C(N(C)C)=S(I)c1ccc(F)cc1
046733-35-1,-1.13,CN(C)C(N(C)C)=S(I)c1ccc(C#N)cc1
046733-36-2,-0.51,CN(C)C(N(C)C)=S(I)c1ccc(OC)cc1
046781-41-3,1.39,c1cc(I)ccc1N2C(C)(C)N=C(N)N=C2N
046833-92-5,1.79,NC(=N)NC(=O)Nc1ccc(N(=O)(=O))c(Cl)c1
046834-43-9,-0.85,CN(C)C(N(C)C)=S(I)c1ccc(C(=O)C)cc1
046918-93-8,-0.74,CN(C)C(N(C)C)=S(I)c1ccc(C(=O)OC)cc1
047071-11-4,1.22,c1cc(C(F)(F)F)ccc1N2C(N)=NC(N)=NC2(C)C
047082-97-3,2.32,C#CCOc1ccccc1OCC(O)CNC(C)(C)C
047141-42-4,2.40,C1CC(=O)c2cccc(OCC(O)CNC(C)(C)C)c2C1
049540-85-4,4.90,c1ccccc1C(=O)Oc2ccc(N=C=S)cc2
049547-83-3,2.08,o1cccc1CCCN(C)C
049558-02-3,0.78,CC1=N(=O)ON=C1N(=O)=O
049561-47-9,1.97,s1ccnc1C=Cc2oc(N(=O)(=O))cc2
049606-44-2,3.36,c1cc2N(CC(F)(F)F)C(=O)CN=C(c3c(F)cccc3)c2cc1Cl
049648-35-3,0.98,c1cc(N(=O)(=O))ccc1C(O)C(CO)NC(=O)C(Cl)C
049648-37-5,0.42,c1cc(N(=O)(=O))ccc1C(O)C(CO)NC(=O)C(F)F
049648-38-6,0.15,c1cc(N(=O)(=O))ccc1C(O)C(CO)NC(=O)C(F)
049648-42-2,2.17,c1cc(N(=O)(=O))ccc1C(O)C(CO)NC(=O)C(Br)(Br)Br
049648-47-7,1.52,c1cc(N(=O)(=O))ccc1C(O)C(CO)NC(=O)Cc2ccccc2
049648-48-8,1.47,c1cc(N(=O)(=O))ccc1C(O)C(CO)NC(=O)C(C(#N))c2ccccc2
049648-49-9,1.71,c1cc(N(=O)(=O))ccc1C(O)C(CO)NC(=O)C(CC)CC
049648-50-2,1.33,c1cc(N(=O)(=O))ccc1C(O)C(CO)NC(=O)C(C)(C)C
049648-53-5,2.22,c1cc(I)ccc1C(O)C(CO)NC(=O)C(Cl)Cl
049648-64-8,1.31,OCC(NC(=O)C(F)(F)F)C(O)c1ccc(cc1)c2ccccn2
049739-37-9,2.74,CC1=NON(=O)=C1Sc2ccccc2
049739-38-0,0.65,CC1=N(=O)ON=C1S(=O)(=O)CC
049739-39-1,0.92,CC1=NON=C1S(=O)(=O)CC
049739-41-5,2.03,CC1=N(=O)ON=C1S(=O)(=O)c2ccccc2
049739-42-6,2.36,CC1=NON=C1S(=O)(=O)c2ccccc2
049739-43-7,2.26,CC1=NON(=O)=C1S(=O)(=O)c2ccccc2
049845-48-9,2.14,n1c(N)nc(N)c(Cc2cc(OC)c(C)c(OC)c2)c1
049871-96-7,2.63,c1cc(Cl)ccc1NC(=N)NC(=N)NCCC
050267-50-0,2.40,C1(CCCC2)=C2SSC1=O
050275-23-5,2.92,CC1=NON=C1Sc2ccccc2
050285-70-6,1.54,CCN(CC)C(=O)N(CC)N=O
050285-71-7,0.71,CCN(N=O)C(=O)N(C)C
050285-72-8,1.11,CCN(CC)C(=O)N(C)N=O
050333-29-4,2.20,CCN(CC)CC(=O)NCC(=O)Nc1c(C)cccc1C
050342-50-2,1.54,NC(=O)c1cc2ccccc2o1
050375-10-5,3.64,c1c(Cl)c(OC)c(Cl)c(Cl)c1
050394-27-9,1.89,C1C(=O)C=C2CCC3C4CCC5(CCC(=O)O5)C4(C)CC(O6)C36C2(C)C1
050397-65-4,1.52,Brc(ccc1S(=O)(=O)CC(=O)OC)cc1
050405-18-0,-0.04,CCCCCNC(=O)NN
050405-44-2,0.36,C1(C)C(C)C(O)C(C)C(=O)O1
050463-48-4,3.31,c1ccccc1COc2ccc(CCC(=O)O)cc2
050471-44-8,3.10,c1c(Cl)cc(Cl)cc1N2C(=O)C(C)(C=C)OC2(=O)
050512-35-1,2.88,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1
050531-51-6,0.97,N1CCNC1=Nc2c(OC)ccc(OC)c2
050550-65-7,-1.05,C1CCC(=O)N(N=O)C1
050563-36-5,2.17,O=C(N(c(c(ccc1)C)c1C)CCOC)CCl
050574-87-3,-1.18,C1COCCN1C(=O)COc2ccc(N3C(C)(C)N=C(N)N=C3N)cc2
050585-46-1,7.10,c1c(Cl)cc2Oc3ccc(Cl)c(Cl)c3Oc2c1Cl
050585-76-7,2.25,FCS(=O)(=O)Nc1ccc(Cl)cc1
050585-77-8,4.97,C(F)(F)(F)S(=O)(=O)Nc1ccc(c2ccccc2)cc1
050590-05-1,3.89,S=P(OC)(OC)Oc1cc(C)c(N(=O)(=O))c(C)c1
050590-06-2,2.57,O=P(OC)(OC)Oc1cc(C)c(N(=O)(=O))c(C)c1
050594-66-6,3.70,O=C(O)c(c(N(=O)(=O))ccc1Oc(c(cc(c2)C(F)(F)F)Cl)c2)c1
050594-67-7,4.26,Clc1cc(C(F)(F)F)ccc1Oc2cc(C(=O)OC)c(N(=O)(=O))cc2
050615-69-5,1.50,CCCCCCCSC2C(O)C(O)C(O)C(CO)O2
050615-70-8,0.38,O1C(CO)C(O)C(O)C(O)C1SCCCc2ccccc2
050618-71-8,0.99,c1ccccc1S(=O)(=O)NC(=O)N(CC)CC
050629-82-8,2.58,CC1CC2C3CC(F)C4=CC(=O)C(=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO)Cl
050693-98-6,1.88,c1cccc(N(=O)=O)c1SCC(=O)OC
050700-61-3,-0.70,C1=CC(=O)C(O)=CN1C
050702-39-1,1.58,c1c(I)cc(S(=O)(=O)N)cc1
050728-06-8,2.03,O=P(OCC)(SCCSCC)CC
050780-68-2,3.35,S1CCSC1=C(C(=O)OCCC)C(=O)OCCC
050780-69-3,4.60,CCCCOC(=O)C(=C1SCCS1)C(=O)OCCCC
050780-71-7,4.53,CCC(C)OC(=O)C(=C1SCCS1)C(=O)OC(C)CC
050780-72-8,4.01,CC(C)(C)OC(=O)C(=C1SCCS1)C(=O)OC(C)(C)C
050780-76-2,2.90,S1CCSC1=C(C(=O)OCC)C(=O)OC(C)C
050782-69-9,2.09,O=P(C)(OCC)SCCN(C(C)C)C(C)C
050785-22-3,0.22,c1(OC(=O)C)ccccc1C(=O)OCC(=O)N
050785-24-5,1.67,CC(=O)Oc1ccccc1C(=O)OCC(=O)OCC
050789-46-3,2.86,c1ccccc1Oc2cc(C(=O)NC)ccc2
050832-71-8,1.10,n1ncnc1C=Cc2oc(N(=O)(=O))cc2
050846-57-6,-0.47,CC(=O)NCCn1c(C)ncc1N(=O)(=O)
050868-74-1,1.13,CC(=O)Nc1c(C)c(OC)ccc1
050916-16-0,3.14,c1ccccc1CC(=O)Nc2cc(C)ccc2
050916-19-3,2.86,c1ccccc1CC(=O)Nc2cc(OC)ccc2
050916-21-7,2.49,c1ccccc1CC(=O)Nc2ccc(OC)cc2
050917-19-6,0.49,NN1C(N2CCOCC2)=NN=C(C(C)C)C1(=O)
050917-22-1,1.52,C(C)(C)C1=NN=C(SCC)N(N)C1(=O)
050917-23-2,2.12,O=C1N(N)C(SCCC)=NN=C1C(C)C
050917-24-3,2.06,O=C1N(N)C(SC(C)C)=NN=C1C(C)C
050917-25-4,3.21,O=C1N(N)C(SCCCC)=NN=C1C(C)C
051008-91-4,2.95,O6C(C)C(OC(=O)C)C(OC)CC6OC1CC2CCC3C4(O)CC(OC(=O)C)C(C5=CC(=O)OC5)C4(C)CCC3C2(C)CC1
051012-32-9,0.90,COc1ccc(S(=O)(=O)C)cc1C(=O)NCCN(CC)CC
051022-76-5,1.46,COC(=S)NCCN1C(CC)=NC=C1N(=O)=O
051048-00-1,1.26,c1cc2OC(C(=O)O)CC(=O)c2cc1
051055-31-3,0.66,n1cc(C(=O)NCCC)ccc1
051074-95-4,0.27,NC(=O)c1ccc(OC(=O)C)cc1
051092-19-4,1.67,CC12CCC3C(C2CCC41CCC(=O)O4)C(CC5=CC(=O)CCC35C)C#N
051114-25-1,2.30,CCOC(=O)CN(C(=O)CCl)c1ccccc1Cl
051114-26-2,1.60,CCOC(=O)CN(C(=O)CCl)c1ccccc1
051152-12-6,3.41,C1(C)(C)C2CCC(C1C2)CO
051152-91-1,5.20,c1cc2CCc3cccc(c35)C4CC(O)(C(C)(C)C)CCN4CC5c2cc1
051170-56-0,2.93,c1ccccc1COC(=O)N(CC)CC
051207-31-9,6.53,Clc3cc2oc1cc(Cl)c(Cl)cc1c2cc3Cl
051218-45-2,3.13,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl
051218-49-6,4.08,CCc1cccc(CC)c1N(C(=O)CCl)CCOCCC
051220-06-5,1.64,c1cc(C#N)ccc1C=CC(=O)C
051230-34-3,1.53,OCCN2C(=O)C(O)N=C(c1ccccc1)c3cc(Cl)ccc23
051234-28-7,3.23,CC(C(O)=O)c2ccc1oc(nc1c2)c3ccc(Cl)cc3
051235-04-2,1.85,O=C(N=C(N(C1=O)C)N(C)C)N1C(CCCC2)C2
051246-73-2,1.86,c1cnccc1C(=O)c2ccccc2OC
051246-76-5,0.56,c1cnccc1C(=O)c2ccc(S(=O)(=O)N)cc2
051246-77-6,1.37,c1cnccc1C(=O)c2ccc(O)cc2
051246-79-8,-0.89,O=C1N(C2OC(CO)C(F)C2)C=CC(N)=N1
051264-00-7,0.85,CNC(=S)NCCCCC2=C(C)NC=N2
051264-74-5,1.33,c1cc(C=O)cc(OC)c1OCCOC(=O)CC
051307-86-9,2.92,c1c(CC)cc2C(c3ccccc3F)=NCC(=O)Nc2c1
051308-54-4,7.00,c1ncccc1N=C(SCCCC)SCc2ccc(C(C)(C)C)cc2
051338-10-4,4.51,c1cc(OCC(=O)O)ccc1Oc2ccc(Cl)cc2Cl
051338-27-3,4.62,COC(=O)C(C)Oc2ccc(Oc1ccc(Cl)cc1Cl)cc2
051344-12-8,1.23,CN(C)CCOc1ccc(OC)cc1
051344-14-0,2.17,CN(C)CCOc1ccc(C)cc1
051422-77-6,1.92,c1c(OC)cccc1NC(=O)OC
051436-99-8,3.64,Fc1cc(Br)ccc1C
051450-97-6,2.60,Clc1ccccc1NN=C2C(=O)ON=C2C
051460-47-0,0.50,c1sccc1C(=O)N
051466-74-1,-0.30,c3ccccc3O[Si]12OCCN(CCO2)CCO1
051466-75-2,0.08,c3cc(C)ccc3O[Si]12OCCN(CCO2)CCO1
051466-76-3,0.60,c3cc(Cl)ccc3O[Si]12OCCN(CCO2)CCO1
051481-61-9,0.40,CNC(NCCSCC1NC=NC=1C)=NC(#N)
051497-09-7,1.64,c1cc2OCOc2cc1CC(N)C
051500-42-6,1.01,c1ccc2C=CS(=O)c2c1
051526-59-1,1.77,S=P(N1CC1)(N2CC2)OC3CC(C)(C)N(=O)C(C)(C)C3
051527-19-6,3.92,c1c(Cl)cc2c(C)c(CC(=O)O)sc2c1
051543-29-4,1.30,CN(c1ccccn1)S(=O)(=O)c2ccc(N)cc2
051575-56-5,0.86,O1C(CO)C(O)C(O)C(O)C1SCCCCCC
051581-33-0,0.54,CN(C)C(=O)Oc1cccnc1N(=O)(=O)
051581-34-1,1.04,CN(C)C(=O)Oc1cccnc1Cl
051581-35-2,1.14,CN(C)C(=O)Oc1cccnc1Br
051581-36-3,1.26,CN(C)C(=O)Oc1cccnc1I
051596-10-2,5.30,CC1CC(C)=CCC2OC3(CCC(C)C(C)O3)CC(C2)OC(=O)C4C=C(C)C(O)C5OCC(C45O)=CC=C1
051596-11-3,5.90,CC1CC(C)=CCC2OC3(CCC(C)C(CC)O3)CC(C2)OC(=O)C4C=C(C)C(O)C5OCC(C45O)=CC=C1
051630-58-1,6.20,CC(C)C(C(=O)OC(C#N)c2cccc(Oc1ccccc1)c2)c3ccc(Cl)cc3
051688-32-5,3.00,c1cc(N)ccc1S(=O)(=O)c2ccc(N(CC)CC)cc2
051688-73-4,2.27,CC(=O)Nc1c(CC)cc(Br)cc1
051707-42-7,0.83,c1ccc(Cl)cc1NC(=O)NN
051707-55-2,1.77,c1ccccc1NC(=O)Nc2nnsc2
051740-66-0,2.14,O1C(C)C(OC)C(O)CC1OC(C(C)O2)C(O)CC2OC(C(C)O3)C(OC)CC3OC4CC5CCC6C7(O)CCC(C8=CC(=O)OC8)C7(C)C(O)CC6C5(C)CC4
051740-69-3,2.87,O1C(C)C(OC)C(O)CC1OC(C(C)O2)C(O)CC2OC(C(C)O3)C(O)CC3OC4CC5CCC6C7(O)CCC(C8=CC(=O)OC8)C7(C)C(OC(=O)C)CC6C5(C)CC4
051753-57-2,3.30,c1c(Br)cc2C(c3ccccc3Cl)=NCC(=O)Nc2c1
051754-90-6,0.66,CCN(CC)P(=O)(N(C)C)N(C)C
051775-36-1,5.23,C1([C@@]2(C(C[C@@H]1[C@@H]([C@@H]2Cl)Cl)(Cl)Cl)CCl)(CCl)CCl
051795-30-3,3.80,ClC1=CC(Cl)C(Cl)C(Cl)C1Cl
051803-78-2,2.60,c1ccccc1Oc2cc(N(=O)=O)ccc2NS(=O)(=O)C
051892-26-3,4.93,Clc(cc(Cl)c1Oc(ccc2)cc2)cc1
051908-16-8,7.12,Clc1c(cc(cc1Cl)Cl)c2cc(c(cc2Cl)Cl)Cl
051939-71-0,1.90,c1ccc2CCC(C(=O)O)Oc2c1
051940-44-4,-2.15,C1CNCCN1c2ncc3C(=O)C(C(=O)O)=CN(CC)c3n2
051963-47-4,1.39,CC(C)NNC(=O)C(C)Oc1ccccc1
051963-48-5,1.82,C(C)(C)NNC(=O)COc1c(Cl)cccc1
051963-49-6,1.91,C(C)(C)NNC(=O)COc1cc(Cl)ccc1
051963-50-9,2.00,CC(C)NNC(=O)C(C)Oc1ccccc1Cl
051963-51-0,2.18,CC(C)NNC(=O)C(C)Oc1cccc(Cl)c1
051963-52-1,2.14,CC(C)NNC(=O)C(C)Oc1ccc(Cl)cc1
051963-53-2,1.88,CC(C)NNC(=O)C(C)(C)Oc1ccccc1
051994-35-5,3.35,c1ccccc1c(c2)ccc(c2)C(=O)CCCC(=O)O
052006-63-0,2.82,CCc1ccsc1
052019-05-3,-1.08,OC1COC(OC)C(O)C1NC(=O)N(C)N=O
052019-10-0,-0.82,C1(O)C(CO)OC(OC)C(O)C1NC(=O)N(C)N=O
052019-12-2,-1.45,C1(O)C(CO)OC(OC)C(O)C1NC(=O)N(C)N=O
052019-60-0,1.24,C(C)(C)NNC(=O)COc1ccccc1
052049-26-0,1.11,N(N=O)(CCCl)C(=O)NC1CCC(O)CC1
052067-44-4,0.96,O=P(SC)(OC)NC(C)(C)C
052067-48-8,0.07,O=P(SC)(OC)NCC
052067-49-9,0.94,O=P(SC)(OC)NCCCC
052067-50-2,0.95,O=P(SC)(OC)NC(C)CC
052067-51-3,0.97,O=P(SC)(OC)NCC(C)C
052067-52-4,1.11,O=P(OC)(SC)NCCCCCC
052092-59-8,0.39,Oc1c(OC)c(OC)c(O)c(OC)c1OC
052093-77-3,1.00,CCNNC(=O)COc1ccccc1
052093-78-4,2.16,c1ccccc1CNNC(=O)COc2ccccc2
052093-79-5,2.46,c2ccccc2C(C)NNC(=O)COc1ccccc1
052102-38-2,0.44,c1ccccc1S(=O)(=O)NC(=O)NC
052102-41-7,1.95,c1ccccc1S(=O)(=O)NC(=O)NC(C)(C)C
052102-43-9,1.16,c1c(Cl)ccc(S(=O)(=O)NC(=O)NC)c1
052109-40-7,-1.18,c12ncnc(N)c1nc([Se]Cc5ccccc5)n2C3OC4COP(=O)(O)OC4C3O
052113-78-7,2.00,CN(C)C(=O)OCC(C)C
052121-41-2,3.33,CC(=O)Nc1cc(CC)c(Br)cc1
052128-35-5,2.55,c1c(CNc3cc(OC)c(OC)c(OC)c3)c(C)c2c(N)nc(N)nc2c1
052189-36-3,1.46,c1c(NC(=O)C)cccc1C(=O)OC
052190-69-9,0.21,c1cc2OCOc2cc1C(=O)NNC(=S)N
052205-61-5,4.48,CCCOc2cccc(NC(=O)OCCN1CCCCC1)c2
052205-62-6,5.50,CCCCCOc2cccc(NC(=O)OCCN1CCCCC1)c2
052222-71-6,2.96,N1N=CC(CCCCC)=C1
052237-19-1,-1.60,c1cc(F)ccc1C(CN)CC(=O)O
052248-39-2,2.57,N12C(C(NC(=O)c3c(c4c(cccc4Cl)Cl)noc3C)C2=O)S(C(C)(C)C1C(O)=O)=O
052251-71-5,5.85,c1cc2cc3cc(CC)ccc3cc2cc1
052298-71-2,1.96,n1c(N(C)C)nc(N(C)C)nc1N(C)CCO
052303-69-2,1.60,S1CCS(=O)C1=C(C(=O)OC(C)C)C(=O)OC(C)C
052303-77-2,-2.30,O1CCCC1C[N+](C)(C)C.[I-]
052315-07-8,6.60,ClC(Cl)=CC1C(C)(C)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
052320-85-1,0.60,OC(=O)C(CCC(=O)O)NC(=O)N(N=O)CCCl
052320-87-3,1.74,CC(C)(C(=O)O)NC(=O)N(N=O)CCCl
052320-88-4,2.01,N(N=O)(CCCl)C(=O)NC1(C(=O)O)CCCC1
052322-80-2,5.44,c1ccccc1Oc2c(Cl)cc(Cl)c(Cl)c2
052329-50-7,0.54,CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc2ccccc2)C(=O)N
052386-94-4,1.88,c1c(I)cccc1C(=O)NCC(=O)O
052387-57-2,0.56,c1ccccc1C(=O)NCNCC
052387-58-3,1.73,c1ccccc1C(=O)NCNCC(C)C
052398-34-2,3.75,C1(CCCCCC2)=C2SSC1=S
052416-13-4,3.13,CSc1ccccc1N=NN(C)C
052416-14-5,2.98,c1c(SC)cccc1N=NN(C)C
052468-60-7,5.78,Fc1ccc(cc1)C(N2CCN(CC=Cc3ccccc3)CC2)c4ccc(F)cc4
052485-79-7,4.98,OC(C6C2(C3C45C(C6)(C(N(CC5)CC7CC7)Cc1c4c(c(cc1)O)O3)CC2)OC)(C(C)(C)C)C
052514-89-3,2.31,C1=C(CC)SSC1=S
052565-39-6,-1.94,OCc1c[nH]c(=O)[nH]c1=O
052642-50-9,1.45,CCC(C)(C)COC(=O)N
052643-52-4,0.61,c1c(O)c(OC)c(OC)c(O)c1
052645-53-1,6.50,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc3cccc(Oc2ccccc2)c3
052661-38-8,1.09,O=C1N=C(N)SC1=Cc2oc(N(=O)(=O))cc2
052661-42-4,1.03,S1C(NC(=O)C)=NC(=O)C1=CC2=CC=C(N(=O)=O)O2
052661-43-5,1.05,O1C(N(=O)=O)=CC=C1C=C2C(=O)N=C(N(C)C(=O)C)S2
052661-45-7,1.41,O=C1N=C(SC)SC1=Cc2oc(N(=O)(=O))cc2
052661-48-0,0.55,o1c(N(=O)(=O))ccc1C2=CC(=O)NC(=O)S2
052661-53-7,0.86,o1c(N(=O)(=O))ccc1C2=CC(=O)N=C(NC)S2
052661-54-8,1.01,S1C(NC(=O)C)=NC(=O)C=C1C2=CC=C(N(=O)=O)O2
052661-55-9,0.55,CN(C)C1=NC(=O)C=C(S1)c2ccc(o2)N(=O)=O
052661-66-2,1.21,S1C(=NC(=O)C)N(C)C(=O)C1=Cc2ccc(N(=O)(=O))o2
052661-68-4,1.17,O1C(N(=O)=O)=CC=C1C=C2C(=O)N(CCC)C(=NC(=O)C)S2
052661-71-9,2.40,S1C(=O)N(CCC)C(=O)C1=CC2=CC=C(N(=O)=O)O2
052662-76-7,0.15,C1CCCCC1NC(=O)NN
052663-59-9,6.11,Clc1ccc(c(Cl)c1Cl)c2ccccc2Cl
052663-60-2,6.04,Clc1cccc(c1Cl)c2c(Cl)ccc(Cl)c2Cl
052663-61-3,6.79,Clc1ccc(Cl)c(c1)c2cc(Cl)cc(Cl)c2Cl
052663-66-8,7.39,Clc1cc(Cl)c(Cl)c(c1)c2ccc(Cl)c(Cl)c2Cl
052663-72-6,7.50,Clc1c(cc(cc1Cl)c2c(cc(c(c2)Cl)Cl)Cl)Cl
052663-77-1,8.16,Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl
052704-70-8,7.25,Clc1c(cc(c(c1c2c(c(ccc2)Cl)Cl)Cl)Cl)Cl
052712-04-6,7.19,Clc1c(c(cc(c1Cl)c2cc(ccc2Cl)Cl)Cl)Cl
052712-05-7,7.93,Clc1c(c(c(c(c1Cl)Cl)Cl)Cl)c2cc(ccc2Cl)Cl
052744-13-5,7.15,Clc1cc(Cl)c(Cl)c(c1)c2c(Cl)ccc(Cl)c2Cl
052780-43-5,8.20,CCCCCCCCCCCCCc1ccc(O)cc1
052806-53-8,2.70,c1c(C(F)(F)F)c(N(=O)=O)ccc1NC(=O)C(O)(C)C
052819-97-3,-0.24,CCCNCC(=O)NC(=O)C=N#N
052819-98-4,-0.41,CC(C)NC(=O)CNC(=O)C=N#N
052819-99-5,-1.35,OCCNC(=O)CNC(=O)C=N#N
052829-30-8,1.51,c1c(Cl)cc2C(c3ccccc3F)=NCC(=O)N(CC(O)CO)c2c1
052838-38-7,0.65,o1c(N)nnc1CCCC
052838-39-8,-0.92,o1c(N)nnc1C
052845-72-4,5.55,c1ccc2C(=CCCN(C)C)c3ccccc3CCc2c1Cl
052888-80-9,4.65,c1ccccc1CSC(=O)N(CCC)CCC
052918-63-5,6.20,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c3cccc(Oc2ccccc2)c3
052945-16-1,1.15,CC(=O)OCN1C(=O)C2=C(CCCC2)C1=O
052980-49-1,2.01,CN(C)C(=O)c1ccccc1OS(=O)(=O)c2ccc(C)cc2
052986-70-6,2.22,c1c(OC)cc2ccncc2c1
053112-28-0,2.84,c1ccccc1Nc2nc(C)cc(C)n2
053179-12-7,7.10,c1cc(F)ccc1C(c2ccc(F)cc2)CCCN(C3)CCC(C3)N4c5ccc(Cl)cc5NC4=O
053207-52-6,2.72,c1cc2N(C)CC(C)(C)C(=O)c2cc1
053207-61-7,0.25,O=C1NCCN1c2ccc(o2)N(=O)=O
053207-62-8,0.98,C1CNC(=S)N1C2=CC=C(N(=O)=O)O2
053207-63-9,1.19,C1(SC)=NCCN1C2=CC=C(N(=O)=O)O2
053207-64-0,1.76,s1c(N(=O)(=O))cnc1C=CC(=O)NC(C)C
053207-66-2,1.19,o1c(N(=O)(=O))ccc1C2C=NC(SC)N2
053230-10-7,4.49,OC(C1CCCCN1)c2cc(nc3c(cccc23)C(F)(F)F)C(F)(F)F
053242-40-3,-0.41,c1cc(C)c(C)c[n+]1(CCCCCCCC).[I-]
053285-95-3,2.12,CNC(=O)N(C)C(=O)Nc1ccccc1F
053294-05-6,3.25,Clc1ccc2ccnc2c1
053309-89-0,2.28,NC(Cc1ccccc1)CC
053316-92-0,3.62,C2CCCCN2CC(=O)Nc1cc(Br)ccc1
053369-17-8,3.41,C1(C)(C)C2CCC(C1C2)CO
053393-06-9,2.31,CCCCCCNC(=S)NC
053394-58-4,-1.86,c1cccc[n+]1(CCCc2ccccc2).[Br-]
053409-75-9,0.85,n1cnccc1C=CC2=NC=C(N(=O)=O)N2C
053429-15-5,-0.04,c1ccccc1CCCCCN(H)(H)(H)Cl
053439-65-9,1.88,O=P(N(C)C)(N2CCCC2)N3CCCC3
053446-96-1,2.47,c1cc2C(O)C(O)C3CCCCC3c2cc1
053446-97-2,2.01,c1cc2C(O)C(O)C3CCCCC3c2cc1
053446-99-4,2.32,c1cc2C(O)C(O)C3CCCCC3c2cc1
053447-04-4,2.17,c1cc2C(OC(=O)N)C(OC(=O)N)C3CCCCC3c2cc1
053447-05-5,2.39,c1cc2C(OC(=O)N)C(OC(=O)N)C3CCCCC3c2cc1
053447-06-6,2.19,c1cc2C(OC(=O)N)C(OC(=O)N)C3CCCCC3c2cc1
